,sentences
2616,Number of patients with lower severity of HS after 16 weeks 10 of the 31 patients (32%) who got the high dose of CJM112 had lower severity of HS.
2617,4 of the 32 patients (13%) who got the placebo had lower severity of HS.
2618,"10 21 28 4 6 For some patients, the severity of HS decreased during the 16 week trial."
2619,"After weeks 2, 4, and 12, the severity decreased for more patients who got CJM112 than for those who got the placebo."
2620,This difference was too small for researchers to know for sure that CJM112 caused it.
2621,"After week 8, the severity of HS decreased for slightly more patients who got the placebo compared to those who got CJM112."
2622,"Other key results In this trial, researchers also learned: The level of CJM112 in patients blood."
2623,Researchers collected samples of blood from patients during the trial to measure how much of the trial drug CJM112 got into their blood after each treatment.
2624,Researchers learned that the amount of CJM112 found in their blood was the amount expected for this type of trial drug.
2625,The effects of CJM112 on patients immune systems.
2626,Our body has an immune system that helps protect us from disease and infection.
2627,One of the ways our immune system protects us is by creating proteins called antibodies.
2628,The immune system uses antibodies to defend against foreign things like a virus or bacteria.
2629,"Sometimes, antibodies are formed against medicines like the trial drug CJM112 when it enters the body."
2630,"In this trial, 1 patient who got the high dose of CJM112 developed antibodies that worked against CJM112."
2631,That seemed to have an effect on how CJM112 worked.
2632,"Other patients in this trial also developed the same antibodies, but in those cases it did not seem to have an effect on how CJM112 worked."
2633,Antibodies against CJM112 did not cause any medical problems for any patients in this trial.
2634,The trial drug CJM112 was designed to interfere with how the immune system protein IL-17 works.
2635,IL-17 may play a role in increasing HS.
2636,Researchers tested how much IL- 17 was in the patients blood.
2637,The results of this early and small clinical trial confirmed that CJM112 did work as designed.
2638,More and larger studies are needed to confirm if this is always the case.
2639,7 What medical problems did patients report?
2643,"During this clinical trial, patients reported all adverse events to the researchers."
2644,"Researchers kept track of all adverse events, whether or not they were caused by the trial drug."
2645,"Overall, 5 patients dropped out of this trial because of adverse events."
2646,How many patients reported a serious adverse event?
2647,"An adverse event is considered serious when it is life-threatening, requires a hospital stay, can cause disability or permanent damage, or can cause a birth defect."
2648,Two patients (3%) reported a serious adverse event during the trial while being given the placebo.
2649,The two patients reported: A groin abscess 1 patient developed a groin abscess during the trial and needed a hospital stay.
2650,A groin abscess is an infection under the skin between the belly and thigh that swells and often requires surgery.
2651,Chest pain 1 patient reported chest pain that was caused by heart disease.
2652,The doctors who led this trial did not believe these serious adverse events were related to the trial drug.
2654,Some patients had medical problems or adverse events that were not serious.
2655,This section shows the most common adverse events reported during the trial.
2656,Not all adverse events reported are listed here.
2657,This summary only lists the adverse events reported by at least 10% of all patients in each period.
2658,"For example, if a group had 60 patients and 6 or more patients reported the same adverse event then it is reported here."
2659,What is a placebo?
2661,Patients didn t know if they got CJM112 or a placebo.
2662,"8 In Period 1, non-serious adverse events reported by at least 10% of patients were the common cold, nausea, headache, and diarrhea."
2663,"In Period 2, at least 10% of patients reported the common cold and headache."
2664,Adverse events that were not serious and reported by at least 10 percent of patients during Period 1 Adverse events that were not serious and reported by at least 10 percent of patients during Period 2 CJM112 high dose Placebo CJM112 high dose CJM112 low dose Placebo 9 How has this clinical trial helped?
2665,This was the first clinical trial of CJM112 in patients with HS.
2666,The results of this trial helped researchers better understand how the body reacts to different doses of CJM112 and if the trial drug can help decrease HS symptoms.
2667,This research may help future patients by helping doctors understand more about CJM112 as a possible treatment for HS.
2670,Researchers use the results of many clinical trials to help decide which treatments work best and are the safest.
2674,"If you were a patient in this clinical trial and have questions about the results, speak with the trial doctor or staff where you took part in this clinical trial."
2675,"For more information about the adverse events that patients reported in this clinical trial, visit novctrd.com."
2676,Use clinical trial number CCJM112X2202 to find the scientific summary.
2682,Type CCJM112X2202 in the search box and click search .
2683,10 This clinical trial was registered on the following websites: ClinicalTrials.gov .
2684,National Clinical Trial #NCT02421172 European Union clinical register .
2685,"EU Clinical Trial #2014-004731-39 If more clinical trials are planned, they will appear on the public websites listed above or at www.novartisclinicaltrials.com."
2686,"When there, search for CJM112. Full trial title: A randomized, double-blind, placebo controlled, multiple dose study to evaluate the clinical efficacy, safety, tolerability, dose relation, pharmacokinetics and pharmacodynamics of CJM112 in moderate to severe chronic hidradenitis suppurativa patients."
2688,Novartis would like to thank all of the trial participants that made this clinical trial possible.
2689,The participants from around the world have helped researchers answer important health questions and test new medical treatments.
2690,Many participants and many clinical trials are needed to advance medical science.
2692,1-888-669-6682 (USA) +41613241111 (EU) www.novartisclinicaltrials.com .
2696,Overview of results Thank you!
2698,Who was in this trial?
2699,Main results Other key results How many patients reported a serious adverse event?
2703,You helped researchers answer important health questions about medical treatments.
2704,Thank you for taking part in the clinical trial for the drug fingolimod.
2705,You helped researchers learn more about how fingolimod works in people with relapsing-remitting multiple sclerosis (RRMS).
2706,This trial started in June 2012 and ended in July 2015.
2707,"Novartis, the sponsor of this trial, thanks you for your help and believes it is important for you to know the results of your trial."
2708,An independent non-profit organization called CISCRP and a medical writing organization called Synchrogenix prepared this summary of the trial results for you.
2711,Clinical Trial Results Research Sponsor: Novartis Drug Studied: FTY720 / fingolimod National Clinical Trial #: NCT01623596 Protocol #: CFTY720DUS09 Trial Date: June 2012 to July 2015 Short Trial Title: A trial to test if people stayed on treatment with fingolimod longer than other treatment for relapsing remitting multiple sclerosis 2 Clinical Trial Results What s happened since the trial ended?
2712,Your trial started in June 2012 and ended in July 2015.
2713,"You were in the trial for up to 1 year, but the entire trial lasted about 3 years."
2714,There were 875 participants at 117 trial centers in the United States.
2715,"When the trial ended in July 2015, the sponsor reviewed the data and created a report of the results."
2718,Researchers wanted to learn more about treatment for patients with RRMS.
2719,"Earlier studies have shown that fingolimod and other multiple sclerosis disease- modifying treatments, sometimes called MS-DMTs, have helped patients with RRMS."
2720,MS-DMTs also include drugs such as interferons and glatiramer acetate.
2721,"Some MS-DMTs, such as fingolimod, are taken by mouth, while other MS-DMTs are taken by injection (shot) and are known as injectable MS-DMTs, or MS-iDMTs."
2722,Earlier trials have shown that many patients do not take their MS-iDMTs for as long as they are supposed to.
2723,"Instead, they stop taking them before their doctor tells them to stop."
2724,"In this trial, researchers wanted to know which treatment participants would stay on longer over a 12-month period."
2725,The main questions researchers asked in the trial were as follows: Which treatment did participants stay on longer over 12 months?
2726,What medical problems did participants have?
2727,"To answer these questions, researchers asked men and women like you to volunteer for this trial."
2728,All the participants had RRMS and were between 18 and 65 years old.
2729,"Like you, either everyone was treated with only one type of MS- iDMT or was never treated with an MS-iDMT before this trial."
2730,"During the trial, participants could not use any other treatment for RRMS and women could not be pregnant."
2732,This was an open-label trial. This means that the participant and the trial staff knew which treatment each participant took.
2733,You were randomly assigned to take either fingolimod or an MS-iDMT during the treatment period.
2734,Half of the participants took fingolimod and half took an MS-iDMT.
2736,There were 2 groups in this trial: 1.
2737,Fingolimod 433 participants took 0.5 milligram (mg) of fingolimod by mouth every day for 12 months.
