,sentences
4129,BI 1199.3218 Aug 2017 Page 5 of 5Where can I find more information?
4130,"You can find the scientific summaries of the study results at these websites:www.trials.boehringer-ingelheim.com search for the study number: 1199.32www.clinicaltrialsregister.eu search for the EudraCT number: 2010-024251-87www.clinicaltrials.gov search for the NCT number: NCT01335464The full title of the study is:'A 52 weeks, double blind, randomized, placebo-controlled trial evaluating the effect of oral BIBF 1120, 150 mg twice daily, on annual Forced Vital Capacity decline, in patients with Idiopathic Pulmonary Fibrosis (IPF)'."
4149,Lay summary 1230.27BI 1230.27Revision No.
4150,119 Feb 2018 Page 1 of 7This is a summary of a clinical study in children with cancer.
4153,The simplified title for the study is: A study to identify the best dose of volasertib in children with acute leukaemia or advanced solid tumours .
4154,"We thank all patients, and the parents of patients, who took part in this study."
4155,"Through your participation, you helped researchers answer important questions about volasertib and the treatment of cancer in children."
4157,Researchers wanted to find the highest dose of the medicine volasertib that children with cancer could tolerate.
4158,This dose would be used in future studies of childhood acute leukaemia and solid tumours.
4159,"The patients in this study were either children with acute leukaemia or children with advanced solid tumours, for whom no effective treatment was known."
4160,Researchers also collected information on the unwanted effects of volasertib.
4161,This study started in October 2013 and finished in February 2017.
4164,New treatments for childhood acute leukaemia and advanced solid tumours in children are needed.
4165,Treatments for childhood acute leukaemia have improved greatly over the past 50 years.
4166,"However, new treatments are needed for children whose cancers resist available treatments or return after treatment."
4167,"In addition, the current standard treatments for both acute leukaemia and advanced solid tumours have severe medicine-related side effects in children."
4168,Novel treatments with fewer side effects are needed.
4169,Volasertib is a potential new medicine for childhood acute leukaemia and solid tumours.
4170,"Before researchers can check if a new medicine works, they must first learn what the highest dose is that the patients can take before unwanted effects become too serious."
4172,Volasertib (BI 6727) is a new medicine which is given by infusion into a vein.
4174,Volasertib hasalready been studied as a treatment for adults with cancer.
4175,BI 1230.27Revision No.
4176,119 Feb 2018 Page 2 of 7Who participated in the study?
4177,"Children with 2 types of cancer could take part in this study: Children with acute leukaemia who had already had at least 2 intensive treatments with no lasting success Children with advanced solid tumours for which no treatment was knownOverall, 22 patients were treated in this study."
4178,The patients were put into 2 age groups:Patients aged 2 to less than 12 years.
4179,There were 12 patients in this age group.
4180,Four patients had acute leukaemia and 8 had solid tumours.
4181,"In this group, the average age was 8 years."
4182,The youngest patient was 2 years old and the oldest patient was 11 years old.
4183,Half of this age group were boys and half were girls.
4184,Patients aged 12 to less than 18 years.
4185,There were 10 patients in this age group.
4186,Three patients had acute leukaemia and 7 had solid tumours.
4187,"In this group, the average age was 15 years."
4188,The youngest patient was 12 years old and the oldest patient was 17 years old.
4189,There were 8 boys and 2 girls in this age group.
4190,"Patients participated in the study in 7 countries in Europe: Austria, Belgium, Czech Republic, France, Germany, Italy, and the United Kingdom."
4192,Researchers wanted to know the highest dose of volasertib that patients in each age group could tolerate.
4194,They checked each group for certain severe unwanted effects.
4195,They determined the dose at which no more than 1 out of 6 patients had such unwanted effects.
4197,"It was determined in the first treatment cycle, which took 2 weeks in this study."
4199,Patients were given volasertib as an infusion into a vein for about an hour once every 2 weeks.
4200,Patients in each age group were assigned to volasertib dose groups by age and order of entering the study.
4201,"In each age group, the starting dose was 200 milligrams (mg) per square metre (m2) of body surface area."
4202,Patients could continue on treatment cycles of volasertib until they had unwanted effects that they could not tolerate or until their cancer got worse.
4204,119 Feb 2018 Page 3 of 7All patients followed the same procedures: The patients and their parents visited the doctor about every 5 days.
4205,"At these visits, blood was collected for safety tests, heart rhythm was measured, and patients and/or their parents answered questions about their health."
4206,"At some visits, the size of their tumour was measured or their bone marrow (the spongy tissue in the centre of bones) was checked."
4207,"At all visits, the doctors collected information on unwanted effects."
4208,The doctors looked after each patient and checked their test results.
4211,"In the age group of 2 years to less than 12 years, the patients took volasertib doses up to 300 mg/m2."
4212,No patient had a severe unwanted effect that would indicate that the dose was too high.
4213,"A safety committee decided to stop dose increases beyond 300 mg/m2, as patients did not show signs of disease improvement that would justify further dose increases."
4214,"Therefore, the recommended dose for this age group was found to be 300 mg/m2."
4215,"In the age group of 12 years to less than 18 years, the maximum tolerated dose was determined to be 200 mg/m2."
4217,119 Feb 2018 Page 4 of 7What unwanted effects did patients have?
4218,"In the age group of 2 years to less than 12 years, 10 of 12 patients (83%) had at least 1 unwanted effect."
4219,The table below shows the unwantedeffects that occurred in at least 2 patients in this age group.
4220,Age Group: 2 years to less than 12 yearsVolasertib12 patientsPatients with any unwanted effect 10 patients (83%)Low level of red blood cells (anaemia) 5 patients (42%)Fever with low level of a type of white blood cell (febrile neutropenia) 5 patients (42%)Low level of a type of white blood cell (neutropenia) 5 patients (42%)Low level of tiny blood cells that help form clots (thrombocytopenia) 4 patients (33%)Low level of white blood cells (leukopenia) 2 patients (17%)Low level of sodium in blood (hyponatraemia) 2 patients (17%)Fever (pyrexia) 2 patients (17%)Lower level of a type of white blood cell (lymphocyte count decreased) 2 patients (17%)Lower level of tiny blood cells that help form clots (platelet count decreased)2 patients (17%)Lower level of all white blood cells (white blood cell count decreased) 2 patients (17%)Doctors keep track of all health problems patients have during a study.
