origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
wiki_partially;1672;But some CA-MRSA strains display enhanced virulence, spreading more rapidly and causing illness much more severe than traditional healthcare-associated (HA -) MRSA infections, and they can affect vital organs and lead to widespread infection (sepsis), toxic shock syndrome, and necrotizing (''flesh-eating'') pneumonia.;2;MRSA;species;Unknown;[]
wiki_partially;1672;But some CA-MRSA strains display enhanced virulence, spreading more rapidly and causing illness much more severe than traditional healthcare-associated (HA -) MRSA infections, and they can affect vital organs and lead to widespread infection (sepsis), toxic shock syndrome, and necrotizing (''flesh-eating'') pneumonia.;3;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
wiki_partially;1672;But some CA-MRSA strains display enhanced virulence, spreading more rapidly and causing illness much more severe than traditional healthcare-associated (HA -) MRSA infections, and they can affect vital organs and lead to widespread infection (sepsis), toxic shock syndrome, and necrotizing (''flesh-eating'') pneumonia.;4;toxic shock syndrome;disease;D012772;['C0600327', 'C0036983', 'C0036981']
wiki_partially;1672;But some CA-MRSA strains display enhanced virulence, spreading more rapidly and causing illness much more severe than traditional healthcare-associated (HA -) MRSA infections, and they can affect vital organs and lead to widespread infection (sepsis), toxic shock syndrome, and necrotizing (''flesh-eating'') pneumonia.;5;pneumonia;disease;D011014;['C0032285', 'C0032300', 'C0887898', 'C3714636']
wiki_partially;1678;It is estimated that 7 to 8 million people, mostly in Mexico, Central America and South America have Chagas disease.;1;Chagas disease;disease;D014355;['C0041234']
wiki_partially;1680;In humans, immunodeficiency can either be the result of a genetic disease such as severe combined immunodeficiency, acquired conditions such as HIV/AIDS, or the use of immunosuppressive medication.;1;immunodeficiency;disease;Unknown;[]
wiki_partially;1680;In humans, immunodeficiency can either be the result of a genetic disease such as severe combined immunodeficiency, acquired conditions such as HIV/AIDS, or the use of immunosuppressive medication.;2;genetic disease;disease;D030342;['C0037176', 'C0019247', 'C0950123']
wiki_partially;1680;In humans, immunodeficiency can either be the result of a genetic disease such as severe combined immunodeficiency, acquired conditions such as HIV/AIDS, or the use of immunosuppressive medication.;3;combined immunodeficiency;disease;D016511;['C0085110', 'C0242583', 'C2700553']
wiki_partially;1680;In humans, immunodeficiency can either be the result of a genetic disease such as severe combined immunodeficiency, acquired conditions such as HIV/AIDS, or the use of immunosuppressive medication.;4;HIV/AIDS;disease;Unknown;[]
wiki_partially;1680;In humans, immunodeficiency can either be the result of a genetic disease such as severe combined immunodeficiency, acquired conditions such as HIV/AIDS, or the use of immunosuppressive medication.;5;HIV;species;Unknown;[]
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";1;Hyperkalemia;disease;D006947;['C0020461']
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";2;hyperkalemia;disease;D006947;['C0020461']
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";3;kalium;drug;Unknown;[]
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";4;potassium;drug;Unknown;[]
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";5;emia;drug;Unknown;[]
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";6;potassium;drug;Unknown;[]
wiki_partially;1689;"Hyperkalemia (hyperkalemia in British English, hyper - high; kalium, potassium; - emia, ''in the blood'') refers to the condition in which the concentration of the electrolyte potassium (K +) in the blood is elevated.";7;K +;drug;Unknown;[]
wiki_partially;1692;In some circumstances, release of nitric oxide precedes relaxation of the clitoral cavernosal artery and nearby muscle, in a process similar to male arousal.;1;nitric oxide;drug;D009569;['C0028128']
wiki_partially;1695;He died of acute respiratory failure resulting from emphysema at his Beverly Hills home on Christmas morning 1995, at age 78.;1;respiratory failure;disease;D012131;['C0035229', 'C0235063', 'C1145670']
wiki_partially;1695;He died of acute respiratory failure resulting from emphysema at his Beverly Hills home on Christmas morning 1995, at age 78.;2;emphysema;disease;D004646;['C0013990']
wiki_partially;1699;Although black pepper causes a similar burning sensation, it is caused by a different substance-piperine.;1;piperine;drug;Unknown;[]
wiki_partially;1701;Robert Ingersoll argued for euthanasia, stating in 1894 that where someone is suffering from a terminal illness, such as terminal cancer, they should have a right to end their pain through suicide.;1;euthanasia;disease;Unknown;[]
wiki_partially;1701;Robert Ingersoll argued for euthanasia, stating in 1894 that where someone is suffering from a terminal illness, such as terminal cancer, they should have a right to end their pain through suicide.;2;terminal illness;disease;Unknown;[]
wiki_partially;1701;Robert Ingersoll argued for euthanasia, stating in 1894 that where someone is suffering from a terminal illness, such as terminal cancer, they should have a right to end their pain through suicide.;3;terminal cancer;disease;Unknown;[]
wiki_partially;1704;Sometimes two or more causes lead to altered state of consciousness, for example a psychiatric disorder and substance abuse.;1;psychiatric disorder;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029']
wiki_partially;1704;Sometimes two or more causes lead to altered state of consciousness, for example a psychiatric disorder and substance abuse.;2;substance abuse;disease;D019966;['C0013146', 'C0740858', 'C0038580', 'C1510472', 'C0013222', 'C0038586', 'C0029231', 'C0013170', 'C0236969', 'C4316881']
wiki_partially;1705;For reasons unknown, Scotland, Rowling's country of adoption, has the highest rate of multiple sclerosis in the world.;1;multiple sclerosis;disease;D009103;['C0026769', 'C0751324']
wiki_partially;1706;His vision problem manifested itself by the time he was two years old, when he was diagnosed with retinitis pigmentosa, a degenerative disease.;1;vision;disease;D014786;['C0018975', 'C0042790', 'C0233771', 'C0271185', 'C0233769', 'C3489704', 'C3665347']
wiki_partially;1706;His vision problem manifested itself by the time he was two years old, when he was diagnosed with retinitis pigmentosa, a degenerative disease.;2;retinitis pigmentosa;disease;C566579;['C1865869']
wiki_partially;1706;His vision problem manifested itself by the time he was two years old, when he was diagnosed with retinitis pigmentosa, a degenerative disease.;3;degenerative disease;disease;Unknown;[]
wiki_partially;1707;Oxytocin and vasopressin are the only known hormones released by the human posterior pituitary gland to act at a distance.;1;Oxytocin;gene;Unknown;[]
wiki_partially;1707;Oxytocin and vasopressin are the only known hormones released by the human posterior pituitary gland to act at a distance.;2;vasopressin;gene;Unknown;[]
wiki_partially;1708;But at the end of the meeting, Reagan had regained his alertness However, Dr. Lawrence K. Altman, a physician employed as a reporter for the New York Times, noted that ''the line between mere forgetfulness and the beginning of Alzheimer's can be fuzzy'', and all four of Reagan's White House doctors said that they saw no evidence of Alzheimer's while he was president.;1;Alzheimer's;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_partially;1708;But at the end of the meeting, Reagan had regained his alertness However, Dr. Lawrence K. Altman, a physician employed as a reporter for the New York Times, noted that ''the line between mere forgetfulness and the beginning of Alzheimer's can be fuzzy'', and all four of Reagan's White House doctors said that they saw no evidence of Alzheimer's while he was president.;2;Alzheimer's;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_partially;1711;In January 1876, his father died of bronchitis following a long period of depression.;1;bronchitis;disease;D001991;['C0006277']
wiki_partially;1713;The discovery in 2009 of the ''Jat mutation'' that causes a type of glaucoma in Romani populations suggests that the Romani people are the descendants of the Jat people found in the Indian subcontinent.;1;glaucoma;disease;D005901;['C0017601']
wiki_partially;1714;Big halls (exedrae) were built along the single depth sides of the palaestra with seats for those enjoying intellectual pursuits, and the double depth side was divided into an area for youth activities (ephebeum), a punching bag area (coryceum), a room for applying powders (conisterium), a room for cold bathing, and an oil storeroom (elaeothesium).;1;coryceum;drug;Unknown;[]
wiki_partially;1714;Big halls (exedrae) were built along the single depth sides of the palaestra with seats for those enjoying intellectual pursuits, and the double depth side was divided into an area for youth activities (ephebeum), a punching bag area (coryceum), a room for applying powders (conisterium), a room for cold bathing, and an oil storeroom (elaeothesium).;2;conisterium;drug;Unknown;[]
