sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
95399;There's no complement factor-H deficiency.;2;complement factor-H;gene;Unknown;[]
95400;Most likely cause of altering blood flow in the brain is a clot or a tumor.;1;tumor;disease;Unknown;[]
95402;Which means we should be looking for a tumor.;1;tumor;disease;Unknown;[]
95409;As long as you're scanning, you mind having a boo for an abscess for something caused by an infection?;1;abscess;disease;D000038;['C0000833']
95432;No tumor and no abscess.;1;tumor;disease;Unknown;[]
95432;No tumor and no abscess.;2;abscess;disease;D000038;['C0000833']
95441;It either she's got a leprechaun in her colon, which is playing with the doggie door, letting bacteria in and out, or she's got complement factor-H deficiency.;1;complement factor-H deficiency;disease;C562875;['C0398777']
95441;It either she's got a leprechaun in her colon, which is playing with the doggie door, letting bacteria in and out, or she's got complement factor-H deficiency.;2;complement factor-H;gene;Unknown;[]
95449;You can't explain a transudative pleural effusion with giant cell arteritis.;1;pleural effusion;disease;D010996;['C0032227']
95449;You can't explain a transudative pleural effusion with giant cell arteritis.;2;giant cell arteritis;disease;D013700;['C0039483', 'C1956390', 'C1956391', 'C0751545', 'C0751547']
95453;But we have to give her steroids, now.;1;steroids;drug;D013256;['C0038317', 'C0007401']
95455;If you're wrong, and you give her steroids, she dies, now.;1;steroids;drug;D013256;['C0038317', 'C0007401']
95470;Because I just got tickets to a stroke on the third floor.;1;stroke;disease;D020521;['C0038454', 'C0751956']
95476;This is going to be the best heart attack of all time.;1;heart attack;disease;D009203;['C0027051']
95494;Dr. Stein said they're probably calcium deposits.;1;calcium;drug;Unknown;[]
95516;Amphetamines aren't going to kill you.;1;Amphetamines;drug;D000662;['C0002667']
95519;You could have given me a heart attack!;1;heart attack;disease;D009203;['C0027051']
95520;A heart attack is not going to kill you.;1;heart attack;disease;D009203;['C0027051']
95529;That means it's a symptom of a cerebral tumor.;1;cerebral tumor;disease;Unknown;[]
95545;You'd rather OD on Vicodin or stick electrodes in your head, because you could say you did it to get high.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
95552;Give me a Vicodin so I don't stroke.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
95559;Hemolytic uremic syndrome shut down Addie's kidneys.;1;Hemolytic uremic syndrome;disease;D006463;['C0019061']
95561;HUS is usually caused by an infection or protein deficiency.;1;HUS;disease;D006463;['C0019061']
95561;HUS is usually caused by an infection or protein deficiency.;2;protein deficiency;disease;D011488;['C0033626']
95562;I know a patient with an infection and a protein deficiency.;1;protein deficiency;disease;D011488;['C0033626']
95565;You predicted cardiac arrest, instant cardiac arrest.;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
95565;You predicted cardiac arrest, instant cardiac arrest.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
95570;The steroid treatment we gave her means when the next infection hits, it will hit hard.;1;steroid;drug;D013256;['C0038317', 'C0007401']
95571;Liver failure, cardiac arrest.;1;Liver failure;disease;D017093;['C0085605']
95571;Liver failure, cardiac arrest.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
95573;A protein deficiency.;1;protein deficiency;disease;D011488;['C0033626']
95584;But we're waiting for her to stroke or have a heart attack to confirm before we tell her?;1;stroke;disease;D020521;['C0038454', 'C0751956']
95584;But we're waiting for her to stroke or have a heart attack to confirm before we tell her?;2;heart attack;disease;D009203;['C0027051']
95591;Her mother's name is Mommy.;1;Mommy;gene;Unknown;[]
95605;It's a very rare protein deficiency that only manifests...;1;protein deficiency;disease;D011488;['C0033626']
95620;And I don't get hazy on Vicodin, or anything else I throw down.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
95631;A moron thought I was happy.;1;moron;drug;Unknown;[]
95646;Depression manifests in lots of different ways.;1;Depression;disease;Unknown;[]
95651;Now, most normal suicidal morons would have just drank the stuff.;1;morons;drug;Unknown;[]
95654;But being a college-educated suicidal moron, you wrapped it in gel caps or gum.;1;moron;drug;Unknown;[]
95693;I can't discuss this with a dry mouth.;1;dry mouth;disease;D014987;['C0043352']
95731;'Cause he said kidney stones were boring.;1;kidney stones;disease;D007669;['C0022650']
95734;Uh, discovery channel.;1;Uh;gene;Unknown;[]
95735;I'm not oxicillin,500 milligrams I. V.;1;oxicillin;drug;Unknown;[]
95750;Your kidney stone theory hinges on me having sex, but- let me guess.;1;kidney stone;disease;D007669;['C0022650']
95758;While we're waiting for that test to prove me right, start I. V. Cefuroxime.;1;Cefuroxime;drug;Unknown;[]
95770;Right side pain, vomiting, and now a lung that gets traumatized without any trauma.;1;vomiting;disease;D014839;['C0042963']
95777;Cancer explains the symptoms.;1;Cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
95778;Cancer's a hard diagnosis for patients even when they're not in the south pole.;1;Cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
95818;call off your dogs, house.;1;dogs;species;Unknown;[]
95819;Why would you think that I'm- because I'm not a moron.;1;moron;drug;Unknown;[]
95836;That plus the two failing kidneys points to autoimmune disease.;1;autoimmune disease;disease;D001327;['C0004364']
95837;Probably sle or vasculitis.;1;sle or vasculitis;disease;D014657;['C0242380', 'C0024141', 'C0042384']
95840;We ruled out- we have a crew member here who has asthma.;1;asthma;disease;D001249;['C0004096']
95841;If he has an episode after I have used up the prednisone, he'll die.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
95845;Especially that winter it was 70 below and I had dual kidney failure.;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
95853;N. A.;1;N;drug;Unknown;[]
95855;N. A. Testing, people had autoimmune diseases.;1;N;drug;Unknown;[]
95855;N. A. Testing, people had autoimmune diseases.;2;autoimmune diseases;disease;D001327;['C0004364']
95859;If you have an autoimmune disease, your immune system will gorge it'self on the damaged cells.;1;autoimmune disease;disease;D001327;['C0004364']
95868;With a hip fracture.;1;hip fracture;disease;D006620;['C0019557', 'C0162385', 'C0162386', 'C0162387']
95884;Cuddy..;1;Cuddy;disease;Unknown;[]
95902;South pole doc is out of her coma, and now we have a new symptom:;1;coma;disease;C537423;['C0543874', 'C3489733']
95904;Icp plus kidney problems plus lung collapse equals?;1;kidney problems;disease;Unknown;[]
95904;Icp plus kidney problems plus lung collapse equals?;2;lung collapse;disease;D001261;['C0004144', 'C0205938', 'C2350822', 'C2350823', 'C2350824', 'C0264499']
95905;Deep vein thrombosis plus an existing pfo.;1;Deep vein thrombosis;disease;D020246;['C0042487', 'C0149871']
95975;After you talk to carlson, maybe I'll...;1;carlson;drug;Unknown;[]
95980;Could be appendicitis or a gallstone.;1;appendicitis;disease;Unknown;[]
95980;Could be appendicitis or a gallstone.;2;gallstone;disease;D002769;['C0008350']
95982;If it's appendicitis down there, her appendix ruptures, she dies, there's nothing we can do.;1;appendicitis;disease;Unknown;[]
95985;Could be a struvite kidney stone.;1;struvite kidney stone;disease;D007669;['C0022650']
95986;Most kidney stones are calcium and benign.;1;kidney stones;disease;D007669;['C0022650']
95986;Most kidney stones are calcium and benign.;2;calcium;drug;Unknown;[]
95988;'cause he said kidney stones were boring.;1;kidney stones;disease;D007669;['C0022650']
95990;Lots of sex could lead to urinary tract infection, which could lead to an infection-laced struvite kidney stone.;1;urinary tract infection;disease;D014552;['C0042029']
95996;Nothing here that can break up a kidney stone.;1;kidney stone;disease;D007669;['C0022650']
96012;Amoxicillin,500 milligrams I. V;1;Amoxicillin;drug;D000658;['C0002645', 'C0740070', 'C0887551', 'C2828282', 'C0521900', 'C0740072', 'C0740069', 'C0700524', 'C1449603', 'C0887550', 'C4077730', 'C0041058', 'C0887552', 'C0723903']
96020;Get an EKG and a cardiac enzyme.;1;EKG;gene;Unknown;[]
96026;If sound waves from the flaw detector break the egg it should safely dissolve your kidney stone.;1;kidney stone;disease;D007669;['C0022650']
96038;Did shakespeare test his final play: snow dogs?;1;dogs;species;Unknown;[]
96051;Your kidney stone theory hinges on me having sex, but...;1;kidney stone;disease;D007669;['C0022650']
96054;Struvite stones are possible in people who don't have sex.;1;Struvite stones;disease;D007669;['C0022650']
96066;While we're waiting for that test to prove me right, start I. V Cefuroxime.;1;Cefuroxime;drug;Unknown;[]
96083;Sounds like a kidney stone to me.;1;kidney stone;disease;D007669;['C0022650']
96084;The decreased function could be from dehydration caused by vomiting due to a gallstone.;1;dehydration;disease;D003681;['C0011175', 'C1136135']
96084;The decreased function could be from dehydration caused by vomiting due to a gallstone.;2;vomiting;disease;D014839;['C0042963']
96084;The decreased function could be from dehydration caused by vomiting due to a gallstone.;3;gallstone;disease;D002769;['C0008350']
96089;Have you noticed any improvement since starting the cefuroxime?;1;cefuroxime;drug;Unknown;[]
96093;You're not taking the cefuroxime.;1;cefuroxime;drug;Unknown;[]
96099;He needs the cefuroxime.;1;cefuroxime;drug;Unknown;[]
96119;Means it's not a kidney stone.;1;kidney;disease;D007674;['C0022658']
96130;Means you have a kidney problem.;1;kidney problem;disease;Unknown;[]
96139;A tumor in her lung or kidney that threw a clot to the other organ.;1;tumor;disease;Unknown;[]
96140;And you're worried the tumor might overhear, realize we're on to it.;1;tumor;disease;Unknown;[]
96141;Cancer's a hard diagnosis for patients even when they're not in the South Pole.;1;Cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
96144;Only if you count the tumor.;1;tumor;disease;Unknown;[]
96162;Lymphoma.;1;Lymphoma;disease;D008223;['C0024299']
96208;How bad is the insomnia?;1;insomnia;disease;D007319;['C0917801', 'C0021603', 'C0751250', 'C0541798', 'C0751249', 'C0751252', 'C0349255', 'C0033139', 'C0270541', 'C0751251', 'C0393759']
96262;I'm supposed to be on oxygen, you tool.;1;oxygen;drug;Unknown;[]
96298;Call off your dogs, House.;1;dogs;species;Unknown;[]
96301;Because I'm not a moron.;1;moron;drug;Unknown;[]
96342;Based on this slide, you do not have cancer.;1;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
96357;That plus the two failing Kidneys points to autoimmune disease.;1;autoimmune disease;disease;D001327;['C0004364']
96358;Probably SLE or vasculitis.;1;SLE;disease;D008180;['C0242380', 'C0024141']
96358;Probably SLE or vasculitis.;2;vasculitis;disease;D014657;['C0042384']
96359;Treatment for both is prednisone.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
96362;Like cancer before that, and a Kidney stone before.;1;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
96363;Take the prednisone, you'll get better, that'll be your confirmation.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
96368;We have a crew member here who has asthma.;1;asthma;disease;D001249;['C0004096']
96369;If he has an episode after I've used up the prednisone, he'll die.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
96371;Show me proof that it's autoimmune and then I'll take the prednisone.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
96374;Autoimmune diseases are basically inflammation running wild.;1;Autoimmune diseases;disease;D001327;['C0004364']
96374;Autoimmune diseases are basically inflammation running wild.;2;inflammation;disease;D007249;['C0021368']
96383;Especially that winter it was 70 below and I had dual Kidney failure.;1;Kidney failure;disease;D051437;['C0035078', 'C1565489']
96396;Before A.N.A. Testing, people had autoimmune diseases.;1;autoimmune diseases;disease;D001327;['C0004364']
96401;If you have an autoimmune disease, your immune system will gorge itself on the damaged cells.;1;autoimmune disease;disease;D001327;['C0004364']
96405;Or you could stop being a hypocrite and take the prednisone now.;1;hypocrite;disease;Unknown;[]
96405;Or you could stop being a hypocrite and take the prednisone now.;2;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
96406;Not bending to your will makes me a hypocrite?;1;hypocrite;disease;Unknown;[]
96419;65-year-old man came into the E.R. With a hip fracture.;1;hip fracture;disease;D006620;['C0019557', 'C0162385', 'C0162386', 'C0162387']
96422;Put him into a hypertensive crisis.;1;hypertensive crisis;disease;Unknown;[]
96439;Just take the prednisone.;1;prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
96443;Prednisone!;1;Prednisone;drug;D011241;['C0032952', 'C0728770', 'C1564188', 'C0740148', 'C0740143', 'C0740147', 'C0591330', 'C0740152', 'C0740153', 'C1514380', 'C1514369', 'C1564197', 'C1564189', 'C1514382', 'C0740151', 'C1564191', 'C1564192', 'C0723447', 'C0728769', 'C1564190', 'C0728771', 'C1564200', 'C0740144', 'C1564196', 'C1564198', 'C1564199', 'C1564195']
